           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   110.4193     -6.3609831E-02 -0.4146199       3.684671    
   110.4243     -6.3915603E-02 -0.4172637       3.686001    
   110.4293     -6.4240985E-02 -0.4198925       3.687427    
   110.4343     -6.4586081E-02 -0.4225087       3.688708    
   110.4393     -6.4950824E-02 -0.4251101       3.690143    
   110.4443     -6.5335229E-02 -0.4276974       3.691525    
   110.4493     -6.5739304E-02 -0.4302714       3.692866    
   110.4543     -6.6163152E-02 -0.4328299       3.694358    
   110.4593     -6.6606738E-02 -0.4353749       3.695700    
   110.4642     -6.7069955E-02 -0.4379057       3.697106    
   110.4692     -6.7553028E-02 -0.4404208       3.698612    
   110.4742     -6.8055756E-02 -0.4429222       3.699971    
   110.4792     -6.8578184E-02 -0.4454086       3.701443    
   110.4842     -6.9120280E-02 -0.4478789       3.702960    
   110.4892     -6.9681823E-02 -0.4503355       3.704329    
   110.4942     -7.0262983E-02 -0.4527760       3.705858    
   110.4992     -7.0863463E-02 -0.4552016       3.707286    
   110.5042     -7.1483530E-02 -0.4576111       3.708820    
   110.5092     -7.2122976E-02 -0.4600050       3.710299    
   110.5142     -7.2781675E-02 -0.4623830       3.711781    
   110.5192     -7.3459528E-02 -0.4647454       3.713268    
   110.5242     -7.4156806E-02 -0.4670899       3.714896    
   110.5292     -7.4872963E-02 -0.4694192       3.716312    
   110.5342     -7.5608462E-02 -0.4717301       3.717969    
   110.5392     -7.6362252E-02 -0.4740280       3.719231    
   110.5442     -7.7136151E-02 -0.4763042       3.721135    
   110.5492     -7.7927813E-02 -0.4785689       3.722283    
   110.5542     -7.8740075E-02 -0.4808106       3.724271    
   110.5592     -7.9569340E-02 -0.4830433       3.725224    
   110.5642     -8.0420300E-02 -0.4852485       3.727556    
   110.5692     -8.1287518E-02 -0.4874460       3.728391    
   110.5742     -8.2175590E-02 -0.4896195       3.730468    
   110.5792     -8.3080836E-02 -0.4917801       3.731681    
   110.5842     -8.4005676E-02 -0.4939205       3.733449    
   110.5892     -8.4948942E-02 -0.4960437       3.734998    
   110.5942     -8.5911058E-02 -0.4981472       3.736674    
   110.5992     -8.6891331E-02 -0.5002326       3.738230    
   110.6042     -8.7889880E-02 -0.5022991       3.739861    
   110.6092     -8.8906348E-02 -0.5043474       3.741422    
   110.6142     -8.9940906E-02 -0.5063773       3.743017    
   110.6192     -9.0993643E-02 -0.5083882       3.744640    
   110.6242     -9.2064410E-02 -0.5103807       3.746204    
   110.6292     -9.3153499E-02 -0.5123540       3.747847    
   110.6342     -9.4260588E-02 -0.5143085       3.749429    
   110.6392     -9.5385805E-02 -0.5162439       3.751048    
   110.6441     -9.6528769E-02 -0.5181608       3.752616    
   110.6491     -9.7689949E-02 -0.5200576       3.754303    
   110.6541     -9.8868497E-02 -0.5219360       3.755846    
   110.6591     -0.1000649     -0.5237947       3.757474    
   110.6641     -0.1012792     -0.5256327       3.759164    
   110.6691     -0.1025105     -0.5274517       3.760710    
   110.6741     -0.1037590     -0.5292512       3.762300    
   110.6791     -0.1050249     -0.5310298       3.763960    
   110.6841     -0.1063080     -0.5327882       3.765563    
   110.6891     -0.1076080     -0.5345265       3.767158    
   110.6941     -0.1089249     -0.5362445       3.768751    
   110.6991     -0.1102592     -0.5379409       3.770414    
   110.7041     -0.1116102     -0.5396164       3.772017    
   110.7091     -0.1129779     -0.5412711       3.773614    
   110.7141     -0.1143619     -0.5429054       3.775171    
   110.7191     -0.1157633     -0.5445169       3.776878    
   110.7241     -0.1171805     -0.5461085       3.778376    
   110.7291     -0.1186149     -0.5476769       3.780076    
   110.7341     -0.1200655     -0.5492234       3.781675    
   110.7391     -0.1215318     -0.5507483       3.783233    
   110.7441     -0.1230147     -0.5522503       3.784902    
   110.7491     -0.1245127     -0.5537311       3.786412    
   110.7541     -0.1260272     -0.5551882       3.788080    
   110.7591     -0.1275573     -0.5566229       3.789660    
   110.7641     -0.1291034     -0.5580335       3.791310    
   110.7691     -0.1306643     -0.5594219       3.792840    
   110.7741     -0.1322412     -0.5607855       3.794519    
   110.7791     -0.1338332     -0.5621256       3.796100    
   110.7841     -0.1354399     -0.5634421       3.797678    
   110.7891     -0.1370620     -0.5647337       3.799318    
   110.7941     -0.1386988     -0.5660010       3.800901    
   110.7991     -0.1403504     -0.5672435       3.802509    
   110.8041     -0.1420162     -0.5684615       3.804068    
   110.8091     -0.1436964     -0.5696548       3.805656    
   110.8141     -0.1453908     -0.5708230       3.807234    
   110.8191     -0.1470997     -0.5719656       3.808834    
   110.8241     -0.1488220     -0.5730835       3.810355    
   110.8290     -0.1505580     -0.5741759       3.811915    
   110.8340     -0.1523078     -0.5752428       3.813471    
   110.8390     -0.1540715     -0.5762829       3.815050    
   110.8440     -0.1558482     -0.5772969       3.816582    
   110.8490     -0.1576384     -0.5782838       3.818141    
   110.8540     -0.1594410     -0.5792446       3.819652    
   110.8590     -0.1612565     -0.5801778       3.821187    
   110.8640     -0.1630845     -0.5810836       3.822706    
   110.8690     -0.1649245     -0.5819625       3.824180    
   110.8740     -0.1667770     -0.5828128       3.825711    
   110.8790     -0.1686410     -0.5836359       3.827161    
   110.8840     -0.1705170     -0.5844308       3.828641    
   110.8890     -0.1724046     -0.5851972       3.830106    
   110.8940     -0.1743033     -0.5859358       3.831536    
   110.8990     -0.1762133     -0.5866454       3.832992    
   110.9040     -0.1781342     -0.5873265       3.834406    
   110.9090     -0.1800657     -0.5879787       3.835818    
   110.9140     -0.1820082     -0.5886012       3.837251    
   110.9190     -0.1839607     -0.5891943       3.838639    
   110.9240     -0.1859239     -0.5897563       3.840071    
   110.9290     -0.1878959     -0.5902897       3.841395    
   110.9340     -0.1898776     -0.5907924       3.842774    
   110.9390     -0.1918680     -0.5912653       3.844104    
   110.9440     -0.1938670     -0.5917088       3.845400    
   110.9490     -0.1958747     -0.5921215       3.846720    
   110.9540     -0.1978912     -0.5925034       3.848030    
   110.9590     -0.1999160     -0.5928541       3.849327    
   110.9640     -0.2019483     -0.5931742       3.850587    
   110.9690     -0.2039882     -0.5934636       3.851840    
   110.9740     -0.2060352     -0.5937217       3.853086    
   110.9790     -0.2080892     -0.5939482       3.854317    
   110.9840     -0.2101493     -0.5941435       3.855511    
   110.9890     -0.2122157     -0.5943074       3.856699    
   110.9940     -0.2142881     -0.5944391       3.857878    
   110.9990     -0.2163665     -0.5945376       3.859068    
   111.0040     -0.2184497     -0.5946046       3.860191    
   111.0089     -0.2205369     -0.5946401       3.861285    
   111.0139     -0.2226294     -0.5946419       3.862424    
   111.0189     -0.2247254     -0.5946112       3.863493    
   111.0239     -0.2268255     -0.5945467       3.864579    
   111.0289     -0.2289282     -0.5944502       3.865604    
   111.0339     -0.2310342     -0.5943196       3.866649    
   111.0389     -0.2331425     -0.5941554       3.867656    
   111.0439     -0.2352530     -0.5939574       3.868653    
   111.0489     -0.2373654     -0.5937247       3.869637    
   111.0539     -0.2394787     -0.5934579       3.870585    
   111.0589     -0.2415929     -0.5931567       3.871522    
   111.0639     -0.2437072     -0.5928212       3.872424    
   111.0689     -0.2458212     -0.5924509       3.873316    
   111.0739     -0.2479343     -0.5920459       3.874174    
   111.0789     -0.2500463     -0.5916055       3.875025    
   111.0839     -0.2521579     -0.5911279       3.875880    
   111.0889     -0.2542670     -0.5906155       3.876678    
   111.0939     -0.2563736     -0.5900671       3.877469    
   111.0989     -0.2584767     -0.5894833       3.878226    
   111.1039     -0.2605768     -0.5888621       3.878990    
   111.1089     -0.2626728     -0.5882042       3.879715    
   111.1139     -0.2647632     -0.5875118       3.880387    
   111.1189     -0.2668492     -0.5867808       3.881089    
   111.1239     -0.2689299     -0.5860122       3.881750    
   111.1289     -0.2710033     -0.5852083       3.882360    
   111.1339     -0.2730702     -0.5843663       3.882977    
   111.1389     -0.2751289     -0.5834885       3.883544    
   111.1439     -0.2771816     -0.5825693       3.884147    
   111.1489     -0.2792244     -0.5816149       3.884662    
   111.1539     -0.2812581     -0.5806223       3.885182    
   111.1589     -0.2832819     -0.5795923       3.885668    
   111.1639     -0.2852963     -0.5785225       3.886152    
   111.1689     -0.2872999     -0.5774140       3.886598    
   111.1739     -0.2892913     -0.5762678       3.887012    
   111.1789     -0.2912698     -0.5750844       3.887396    
   111.1839     -0.2932360     -0.5738612       3.887770    
   111.1889     -0.2951887     -0.5725990       3.888109    
   111.1938     -0.2971275     -0.5712974       3.888425    
   111.1988     -0.2990520     -0.5699558       3.888719    
   111.2038     -0.3009610     -0.5685755       3.888981    
   111.2088     -0.3028539     -0.5671558       3.889223    
   111.2138     -0.3047306     -0.5656962       3.889440    
   111.2188     -0.3065896     -0.5641980       3.889627    
   111.2238     -0.3084303     -0.5626603       3.889787    
   111.2288     -0.3102527     -0.5610824       3.889920    
   111.2338     -0.3120552     -0.5594661       3.890020    
   111.2388     -0.3138376     -0.5578104       3.890093    
   111.2438     -0.3155994     -0.5561146       3.890135    
   111.2488     -0.3173402     -0.5543782       3.890151    
   111.2538     -0.3190588     -0.5526032       3.890141    
   111.2588     -0.3207564     -0.5507850       3.890102    
   111.2638     -0.3224312     -0.5489264       3.890045    
   111.2688     -0.3240818     -0.5470295       3.889969    
   111.2738     -0.3257092     -0.5450899       3.889860    
   111.2788     -0.3273108     -0.5431123       3.889737    
   111.2838     -0.3288859     -0.5410965       3.889586    
   111.2888     -0.3304346     -0.5390399       3.889391    
   111.2938     -0.3319556     -0.5369449       3.889171    
   111.2988     -0.3334504     -0.5348053       3.888890    
   111.3038     -0.3349143     -0.5326332       3.888639    
   111.3088     -0.3363501     -0.5304186       3.888304    
   111.3138     -0.3377562     -0.5281648       3.887960    
   111.3188     -0.3391314     -0.5258744       3.887606    
   111.3238     -0.3404757     -0.5235450       3.887207    
   111.3288     -0.3417886     -0.5211770       3.886785    
   111.3338     -0.3430703     -0.5187693       3.886323    
   111.3388     -0.3443178     -0.5163285       3.885895    
   111.3438     -0.3455329     -0.5138478       3.885375    
   111.3488     -0.3467150     -0.5113282       3.884837    
   111.3538     -0.3478620     -0.5087749       3.884322    
   111.3588     -0.3489734     -0.5061869       3.883770    
   111.3638     -0.3500507     -0.5035585       3.883118    
   111.3688     -0.3510913     -0.5008973       3.882520    
   111.3737     -0.3520955     -0.4982007       3.881866    
   111.3787     -0.3530639     -0.4954654       3.881135    
   111.3837     -0.3539937     -0.4927006       3.880498    
   111.3887     -0.3548868     -0.4898975       3.879712    
   111.3937     -0.3557411     -0.4870635       3.878998    
   111.3987     -0.3565575     -0.4841924       3.878165    
   111.4037     -0.3573341     -0.4812931       3.877438    
   111.4087     -0.3580720     -0.4783573       3.876542    
   111.4137     -0.3587702     -0.4753901       3.875700    
   111.4187     -0.3594289     -0.4723903       3.874803    
   111.4237     -0.3600472     -0.4693600       3.873921    
   111.4287     -0.3606253     -0.4662981       3.872981    
   111.4337     -0.3611629     -0.4632049       3.872023    
   111.4387     -0.3616594     -0.4600832       3.871084    
   111.4437     -0.3621153     -0.4569297       3.870047    
   111.4487     -0.3625294     -0.4537505       3.869108    
   111.4537     -0.3629020     -0.4505416       3.868052    
   111.4587     -0.3632334     -0.4473026       3.866940    
   111.4637     -0.3635232     -0.4440361       3.865866    
   111.4687     -0.3637710     -0.4407445       3.864814    
   111.4737     -0.3639771     -0.4374246       3.863654    
   111.4787     -0.3641412     -0.4340807       3.862567    
   111.4837     -0.3642636     -0.4307096       3.861370    
   111.4887     -0.3643441     -0.4273140       3.860210    
   111.4937     -0.3643824     -0.4238959       3.859070    
   111.4987     -0.3643791     -0.4204510       3.857776    
   111.5037     -0.3643338     -0.4169853       3.856617    
   111.5087     -0.3642470     -0.4134958       3.855343    
   111.5137     -0.3641184     -0.4099848       3.854106    
   111.5187     -0.3639484     -0.4064529       3.852851    
   111.5237     -0.3637371     -0.4028992       3.851532    
   111.5287     -0.3634847     -0.3993259       3.850254    
   111.5337     -0.3631912     -0.3957333       3.848957    
   111.5387     -0.3628570     -0.3921196       3.847551    
   111.5437     -0.3624825     -0.3884884       3.846251    
   111.5487     -0.3620678     -0.3848410       3.844975    
   111.5536     -0.3616129     -0.3811730       3.843475    
   111.5586     -0.3611186     -0.3774904       3.842191    
   111.5636     -0.3605849     -0.3737908       3.840776    
   111.5686     -0.3600122     -0.3700750       3.839354    
   111.5736     -0.3594009     -0.3663437       3.837928    
   111.5786     -0.3587515     -0.3625976       3.836498    
   111.5836     -0.3580644     -0.3588391       3.835155    
   111.5886     -0.3573393     -0.3550643       3.833576    
   111.5936     -0.3565776     -0.3512782       3.832221    
   111.5986     -0.3557790     -0.3474782       3.830678    
   111.6036     -0.3549445     -0.3436659       3.829197    
   111.6086     -0.3540744     -0.3398417       3.827712    
   111.6136     -0.3531694     -0.3360062       3.826220    
   111.6186     -0.3522301     -0.3321607       3.824771    
   111.6236     -0.3512562     -0.3283030       3.823145    
   111.6286     -0.3502494     -0.3244370       3.821748    
   111.6336     -0.3492090     -0.3205599       3.820105    
   111.6386     -0.3481369     -0.3166746       3.818642    
   111.6436     -0.3470326     -0.3127799       3.817052    
   111.6486     -0.3458973     -0.3088771       3.815522    
   111.6536     -0.3447316     -0.3049665       3.813983    
   111.6586     -0.3435356     -0.3010480       3.812384    
   111.6636     -0.3423106     -0.2971223       3.810846    
   111.6686     -0.3410566     -0.2931895       3.809248    
   111.6736     -0.3397748     -0.2892508       3.807710    
   111.6786     -0.3384658     -0.2853060       3.806160    
   111.6836     -0.3371294     -0.2813550       3.804497    
   111.6886     -0.3357675     -0.2773994       3.803015    
   111.6936     -0.3343796     -0.2734381       3.801353    
   111.6986     -0.3329672     -0.2694724       3.799819    
   111.7036     -0.3315309     -0.2655026       3.798273    
   111.7086     -0.3300705     -0.2615285       3.796615    
   111.7136     -0.3285877     -0.2575508       3.795086    
   111.7186     -0.3270825     -0.2535698       3.793498    
   111.7236     -0.3255558     -0.2495856       3.791918    
   111.7286     -0.3240086     -0.2455988       3.790396    
   111.7336     -0.3224407     -0.2416094       3.788764    
   111.7385     -0.3208532     -0.2376177       3.787208    
   111.7435     -0.3192476     -0.2336241       3.785711    
   111.7485     -0.3176230     -0.2296288       3.784103    
   111.7535     -0.3159821     -0.2256324       3.782668    
   111.7585     -0.3143221     -0.2216348       3.780957    
   111.7635     -0.3126473     -0.2176361       3.779551    
   111.7685     -0.3109567     -0.2136370       3.778022    
   111.7735     -0.3092505     -0.2096375       3.776449    
   111.7785     -0.3075300     -0.2056377       3.774950    
   111.7835     -0.3057963     -0.2016380       3.773508    
   111.7885     -0.3040481     -0.1976386       3.771910    
   111.7935     -0.3022885     -0.1936395       3.770495    
   111.7985     -0.3005169     -0.1896410       3.769026    
   111.8035     -0.2987333     -0.1856436       3.767516    
   111.8085     -0.2969392     -0.1816470       3.766075    
   111.8135     -0.2951352     -0.1776517       3.764642    
   111.8185     -0.2933215     -0.1736576       3.763215    
   111.8235     -0.2914983     -0.1696653       3.761748    
   111.8285     -0.2896668     -0.1656747       3.760350    
   111.8335     -0.2878276     -0.1616859       3.758960    
   111.8385     -0.2859806     -0.1576992       3.757530    
   111.8435     -0.2841270     -0.1537146       3.756169    
   111.8485     -0.2822673     -0.1497322       3.754814    
   111.8535     -0.2804014     -0.1457526       3.753424    
   111.8585     -0.2785304     -0.1417754       3.752099    
   111.8635     -0.2766549     -0.1378009       3.750782    
   111.8685     -0.2747746     -0.1338297       3.749429    
   111.8735     -0.2728901     -0.1298615       3.748100    
   111.8785     -0.2710034     -0.1258958       3.746876    
   111.8835     -0.2691134     -0.1219338       3.745566    
   111.8885     -0.2672212     -0.1179752       3.744318    
   111.8935     -0.2653259     -0.1140207       3.742999    
   111.8985     -0.2634296     -0.1100693       3.741794    
   111.9035     -0.2615329     -0.1061214       3.740602    
   111.9085     -0.2596359     -0.1021770       3.739419    
   111.9135     -0.2577375     -9.8237492E-02   3.738168    
   111.9184     -0.2558405     -9.4301254E-02   3.737063    
   111.9234     -0.2539431     -9.0369917E-02   3.735846    
   111.9284     -0.2520469     -8.6442351E-02   3.734733    
   111.9334     -0.2501520     -8.2519256E-02   3.733594    
   111.9384     -0.2482594     -7.8600042E-02   3.732512    
   111.9434     -0.2463686     -7.4685574E-02   3.731406    
   111.9484     -0.2444799     -7.0775770E-02   3.730323    
   111.9534     -0.2425947     -6.6870078E-02   3.729291    
   111.9584     -0.2407118     -6.2969923E-02   3.728205    
   111.9634     -0.2388331     -5.9073698E-02   3.727216    
   111.9684     -0.2369580     -5.5182319E-02   3.726206    
   111.9734     -0.2350872     -5.1295664E-02   3.725215    
   111.9784     -0.2332208     -4.7413919E-02   3.724245    
   111.9834     -0.2313593     -4.3537080E-02   3.723294    
   111.9884     -0.2295029     -3.9664991E-02   3.722363    
   111.9934     -0.2276521     -3.5797920E-02   3.721451    
   111.9984     -0.2258077     -3.1935062E-02   3.720586    
   112.0034     -0.2239685     -2.8078178E-02   3.719674    
   112.0084     -0.2221362     -2.4225770E-02   3.718842    
   112.0134     -0.2203097     -2.0379269E-02   3.717965    
   112.0184     -0.2184900     -1.6537851E-02   3.717139    
   112.0234     -0.2166782     -1.2700710E-02   3.716357    
   112.0284     -0.2148730     -8.8695269E-03   3.715537    
   112.0334     -0.2130757     -5.0434428E-03   3.714766    
   112.0384     -0.2112857     -1.2229863E-03   3.713990    
   112.0434     -0.2095048      2.5933124E-03   3.713287    
   112.0484     -0.2077318      6.4036343E-03   3.712551    
   112.0534     -0.2059684      1.0209650E-02   3.711884    
   112.0584     -0.2042126      1.4008675E-02   3.711164    
   112.0634     -0.2024668      1.7803386E-02   3.710533    
   112.0684     -0.2007305      2.1592759E-02   3.709894    
   112.0734     -0.1990031      2.5375955E-02   3.709250    
   112.0784     -0.1972849      2.9153120E-02   3.708627    
   112.0834     -0.1955776      3.2926068E-02   3.708064    
   112.0884     -0.1938800      3.6692772E-02   3.707477    
   112.0934     -0.1921930      4.0454183E-02   3.706929    
   112.0984     -0.1905161      4.4209410E-02   3.706383    
   112.1033     -0.1888504      4.7959223E-02   3.705874    
   112.1083     -0.1871958      5.1703643E-02   3.705383    
   112.1133     -0.1855525      5.5442438E-02   3.704910    
   112.1183     -0.1839200      5.9174646E-02   3.704439    
   112.1233     -0.1822986      6.2900491E-02   3.703987    
   112.1283     -0.1806892      6.6620998E-02   3.703569    
   112.1333     -0.1790920      7.0336118E-02   3.703170    
   112.1383     -0.1775065      7.4044593E-02   3.702775    
   112.1433     -0.1759341      7.7748083E-02   3.702427    
   112.1483     -0.1743732      8.1444040E-02   3.702061    
   112.1533     -0.1728256      8.5134916E-02   3.701749    
   112.1583     -0.1712903      8.8818811E-02   3.701433    
   112.1633     -0.1697674      9.2496082E-02   3.701133    
   112.1683     -0.1682585      9.6168131E-02   3.700871    
   112.1733     -0.1667623      9.9832982E-02   3.700609    
   112.1783     -0.1652795      0.1034917       3.700374    
   112.1833     -0.1638099      0.1071433       3.700150    
   112.1883     -0.1623542      0.1107886       3.699954    
   112.1933     -0.1609118      0.1144269       3.699768    
   112.1983     -0.1594844      0.1180596       3.699615    
   112.2033     -0.1580708      0.1216848       3.699470    
   112.2083     -0.1566716      0.1253033       3.699351    
   112.2133     -0.1552862      0.1289141       3.699247    
   112.2183     -0.1539157      0.1325182       3.699163    
   112.2233     -0.1525599      0.1361155       3.699098    
   112.2283     -0.1512186      0.1397051       3.699049    
   112.2333     -0.1498929      0.1432885       3.699022    
   112.2383     -0.1485818      0.1468637       3.699015    
   112.2433     -0.1472861      0.1504315       3.699027    
   112.2483     -0.1460052      0.1539911       3.699057    
   112.2533     -0.1447404      0.1575443       3.699104    
   112.2583     -0.1434907      0.1610890       3.699172    
   112.2633     -0.1422561      0.1646255       3.699260    
   112.2683     -0.1410380      0.1681554       3.699358    
   112.2733     -0.1398361      0.1716775       3.699484    
   112.2783     -0.1386497      0.1751907       3.699633    
   112.2832     -0.1374795      0.1786962       3.699796    
   112.2882     -0.1363261      0.1821944       3.699973    
   112.2932     -0.1351878      0.1856827       3.700190    
   112.2982     -0.1340667      0.1891638       3.700399    
   112.3032     -0.1329620      0.1926366       3.700636    
   112.3082     -0.1318733      0.1961003       3.700898    
   112.3132     -0.1308021      0.1995566       3.701161    
   112.3182     -0.1297469      0.2030036       3.701464    
   112.3232     -0.1287088      0.2064421       3.701774    
   112.3282     -0.1276876      0.2098720       3.702102    
   112.3332     -0.1266835      0.2132933       3.702450    
   112.3382     -0.1256961      0.2167052       3.702827    
   112.3432     -0.1247260      0.2201086       3.703208    
   112.3482     -0.1237738      0.2235042       3.703595    
   112.3532     -0.1228384      0.2268901       3.704032    
   112.3582     -0.1219207      0.2302670       3.704471    
   112.3632     -0.1210205      0.2336351       3.704927    
   112.3682     -0.1201380      0.2369940       3.705402    
   112.3732     -0.1192729      0.2403438       3.705892    
   112.3782     -0.1184256      0.2436844       3.706399    
   112.3832     -0.1175956      0.2470150       3.706940    
   112.3882     -0.1167840      0.2503372       3.707456    
   112.3932     -0.1159891      0.2536484       3.708045    
   112.3982     -0.1152132      0.2569521       3.708570    
   112.4032     -0.1144546      0.2602449       3.709196    
   112.4082     -0.1137147      0.2635294       3.709773    
   112.4132     -0.1129926      0.2668036       3.710413    
   112.4182     -0.1122888      0.2700684       3.711046    
   112.4232     -0.1116038      0.2733245       3.711676    
   112.4282     -0.1109369      0.2765702       3.712370    
   112.4332     -0.1102881      0.2798052       3.713077    
   112.4382     -0.1096581      0.2830314       3.713747    
   112.4432     -0.1090462      0.2862471       3.714482    
   112.4482     -0.1084528      0.2894531       3.715202    
   112.4532     -0.1078780      0.2926493       3.715937    
   112.4582     -0.1073219      0.2958356       3.716689    
   112.4632     -0.1067842      0.2990112       3.717481    
   112.4681     -0.1062655      0.3021776       3.718234    
   112.4731     -0.1057654      0.3053330       3.719060    
   112.4781     -0.1052845      0.3084790       3.719843    
   112.4831     -0.1048221      0.3116140       3.720701    
   112.4881     -0.1043787      0.3147385       3.721540    
   112.4931     -0.1039541      0.3178525       3.722390    
   112.4981     -0.1035484      0.3209561       3.723255    
   112.5031     -0.1031617      0.3240491       3.724131    
   112.5081     -0.1027936      0.3271306       3.725050    
   112.5131     -0.1024450      0.3302024       3.725916    
   112.5181     -0.1021154      0.3332634       3.726835    
   112.5231     -0.1018051      0.3363133       3.727768    
   112.5281     -0.1015136      0.3393515       3.728745    
   112.5331     -0.1012416      0.3423795       3.729666    
   112.5381     -0.1009888      0.3453962       3.730638    
   112.5431     -0.1007551      0.3484015       3.731621    
   112.5481     -0.1005405      0.3513954       3.732618    
   112.5531     -0.1003452      0.3543777       3.733624    
   112.5581     -0.1001692      0.3573484       3.734642    
   112.5631     -0.1000123      0.3603074       3.735670    
   112.5681     -9.9874899E-02  0.3632554       3.736676    
   112.5731     -9.9756807E-02  0.3661914       3.737736    
   112.5781     -9.9657975E-02  0.3691152       3.738806    
   112.5831     -9.9578455E-02  0.3720267       3.739888    
   112.5881     -9.9518538E-02  0.3749266       3.740946    
   112.5931     -9.9477798E-02  0.3778138       3.742057    
   112.5981     -9.9456355E-02  0.3806884       3.743174    
   112.6031     -9.9454254E-02  0.3835503       3.744303    
   112.6081     -9.9471606E-02  0.3864000       3.745399    
   112.6131     -9.9508241E-02  0.3892368       3.746551    
   112.6181     -9.9564336E-02  0.3920613       3.747675    
   112.6231     -9.9639781E-02  0.3948725       3.748854    
   112.6281     -9.9734843E-02  0.3976710       3.750005    
   112.6331     -9.9849232E-02  0.4004558       3.751212    
   112.6381     -9.9983066E-02  0.4032276       3.752386    
   112.6431     -0.1001363      0.4059862       3.753577    
   112.6480     -0.1003088      0.4087299       3.754861    
   112.6530     -0.1005006      0.4114608       3.756019    
   112.6580     -0.1007116      0.4141774       3.757279    
   112.6630     -0.1009419      0.4168804       3.758504    
   112.6680     -0.1011915      0.4195696       3.759741    
   112.6730     -0.1014604      0.4222431       3.761076    
   112.6780     -0.1017485      0.4249033       3.762279    
   112.6830     -0.1020560      0.4275485       3.763590    
   112.6880     -0.1023825      0.4301802       3.764821    
   112.6930     -0.1027285      0.4327965       3.766160    
   112.6980     -0.1030937      0.4353980       3.767461    
   112.7030     -0.1034783      0.4379831       3.768860    
   112.7080     -0.1038818      0.4405532       3.770161    
   112.7130     -0.1043043      0.4431074       3.771514    
   112.7180     -0.1047457      0.4456469       3.772824    
   112.7230     -0.1052059      0.4481699       3.774229    
   112.7280     -0.1056851      0.4506779       3.775540    
   112.7330     -0.1061833      0.4531702       3.776912    
   112.7380     -0.1067007      0.4556457       3.778334    
   112.7430     -0.1072370      0.4581051       3.779707    
   112.7480     -0.1077921      0.4605494       3.781044    
   112.7530     -0.1083663      0.4629760       3.782535    
   112.7580     -0.1089593      0.4653863       3.783919    
   112.7630     -0.1095711      0.4677797       3.785356    
   112.7680     -0.1102015      0.4701568       3.786745    
   112.7730     -0.1108506      0.4725169       3.788188    
   112.7780     -0.1115185      0.4748583       3.789717    
   112.7830     -0.1122048      0.4771835       3.791089    
   112.7880     -0.1129097      0.4794893       3.792647    
   112.7930     -0.1136325      0.4817791       3.794002    
   112.7980     -0.1143737      0.4840508       3.795501    
   112.8030     -0.1151335      0.4863035       3.797030    
   112.8080     -0.1159111      0.4885407       3.798367    
   112.8130     -0.1167076      0.4907576       3.799988    
   112.8180     -0.1175220      0.4929581       3.801361    
   112.8230     -0.1183550      0.4951385       3.802966    
   112.8279     -0.1192056      0.4973033       3.804288    
   112.8329     -0.1200750      0.4994473       3.805942    
   112.8379     -0.1209621      0.5015743       3.807346    
   112.8429     -0.1218675      0.5036812       3.808934    
   112.8479     -0.1227908      0.5057688       3.810453    
   112.8529     -0.1237319      0.5078368       3.811998    
   112.8579     -0.1246903      0.5098852       3.813519    
   112.8629     -0.1256661      0.5119137       3.815060    
   112.8679     -0.1266591      0.5139233       3.816538    
   112.8729     -0.1276695      0.5159129       3.818086    
   112.8779     -0.1286972      0.5178825       3.819613    
   112.8829     -0.1297420      0.5198331       3.821090    
   112.8879     -0.1308046      0.5217628       3.822680    
   112.8929     -0.1318840      0.5236737       3.824135    
   112.8979     -0.1329809      0.5255644       3.825675    
   112.9029     -0.1340951      0.5274345       3.827243    
   112.9079     -0.1352264      0.5292838       3.828792    
   112.9129     -0.1363747      0.5311124       3.830325    
   112.9179     -0.1375394      0.5329205       3.831845    
   112.9229     -0.1387206      0.5347082       3.833355    
   112.9279     -0.1399183      0.5364748       3.834894    
   112.9329     -0.1411325      0.5382200       3.836421    
   112.9379     -0.1423635      0.5399429       3.838006    
   112.9429     -0.1436100      0.5416453       3.839462    
   112.9479     -0.1448729      0.5433255       3.841029    
   112.9529     -0.1461517      0.5449841       3.842540    
   112.9579     -0.1474463      0.5466211       3.844044    
   112.9629     -0.1487568      0.5482365       3.845548    
   112.9679     -0.1500839      0.5498281       3.847150    
   112.9729     -0.1514262      0.5513980       3.848623    
   112.9779     -0.1527841      0.5529456       3.850133    
   112.9829     -0.1541576      0.5544702       3.851672    
   112.9879     -0.1555462      0.5559725       3.853166    
   112.9929     -0.1569506      0.5574507       3.854722    
   112.9979     -0.1583697      0.5589056       3.856227    
   113.0029     -0.1598034      0.5603377       3.857695    
   113.0079     -0.1612522      0.5617458       3.859232    
   113.0128     -0.1627158      0.5631296       3.860754    
   113.0178     -0.1641934      0.5644903       3.862203    
   113.0228     -0.1656859      0.5658264       3.863726    
   113.0278     -0.1671923      0.5671382       3.865206    
   113.0328     -0.1687132      0.5684251       3.866719    
   113.0378     -0.1702486      0.5696859       3.868255    
   113.0428     -0.1717976      0.5709215       3.869740    
   113.0478     -0.1733607      0.5721309       3.871277    
   113.0528     -0.1749366      0.5733152       3.872728    
   113.0578     -0.1765260      0.5744731       3.874234    
   113.0628     -0.1781283      0.5756055       3.875691    
   113.0678     -0.1797432      0.5767121       3.877145    
