           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   113.0728     -0.1813710      0.5777925       3.878596    
   113.0778     -0.1830118      0.5788460       3.880075    
   113.0828     -0.1846652      0.5798725       3.881543    
   113.0878     -0.1863308      0.5808723       3.882973    
   113.0928     -0.1880082      0.5818454       3.884402    
   113.0978     -0.1896981      0.5827899       3.885882    
   113.1028     -0.1913992      0.5837072       3.887282    
   113.1078     -0.1931117      0.5845965       3.888707    
   113.1128     -0.1948354      0.5854574       3.890117    
   113.1178     -0.1965698      0.5862904       3.891487    
   113.1228     -0.1983150      0.5870947       3.892883    
   113.1278     -0.2000712      0.5878691       3.894291    
   113.1328     -0.2018371      0.5886154       3.895626    
   113.1378     -0.2036132      0.5893323       3.896986    
   113.1428     -0.2053984      0.5900211       3.898281    
   113.1478     -0.2071941      0.5906789       3.899659    
   113.1528     -0.2089989      0.5913073       3.900961    
   113.1578     -0.2108131      0.5919054       3.902284    
   113.1628     -0.2126360      0.5924737       3.903566    
   113.1678     -0.2144672      0.5930119       3.904841    
   113.1728     -0.2163069      0.5935188       3.906130    
   113.1778     -0.2181542      0.5939952       3.907373    
   113.1828     -0.2200088      0.5944415       3.908583    
   113.1878     -0.2218708      0.5948563       3.909813    
   113.1927     -0.2237400      0.5952397       3.911031    
   113.1977     -0.2256157      0.5955919       3.912212    
   113.2027     -0.2274978      0.5959129       3.913385    
   113.2077     -0.2293859      0.5962020       3.914551    
   113.2127     -0.2312799      0.5964589       3.915704    
   113.2177     -0.2331793      0.5966834       3.916844    
   113.2227     -0.2350840      0.5968755       3.917969    
   113.2277     -0.2369929      0.5970356       3.919057    
   113.2327     -0.2389062      0.5971633       3.920134    
   113.2377     -0.2408231      0.5972582       3.921200    
   113.2427     -0.2427437      0.5973200       3.922249    
   113.2477     -0.2446673      0.5973492       3.923263    
   113.2527     -0.2465929      0.5973463       3.924247    
   113.2577     -0.2485209      0.5973102       3.925227    
   113.2627     -0.2504516      0.5972394       3.926218    
   113.2677     -0.2523843      0.5971340       3.927192    
   113.2727     -0.2543175      0.5969954       3.928106    
   113.2777     -0.2562512      0.5968230       3.929014    
   113.2827     -0.2581845      0.5966172       3.929888    
   113.2877     -0.2601177      0.5963759       3.930767    
   113.2927     -0.2620513      0.5960981       3.931649    
   113.2977     -0.2639828      0.5957869       3.932448    
   113.3027     -0.2659126      0.5954400       3.933258    
   113.3077     -0.2678399      0.5950583       3.934035    
   113.3127     -0.2697645      0.5946408       3.934795    
   113.3177     -0.2716861      0.5941871       3.935537    
   113.3227     -0.2736038      0.5936981       3.936244    
   113.3277     -0.2755167      0.5931739       3.936919    
   113.3327     -0.2774249      0.5926135       3.937582    
   113.3377     -0.2793288      0.5920150       3.938249    
   113.3427     -0.2812258      0.5913818       3.938848    
   113.3477     -0.2831174      0.5907103       3.939466    
   113.3527     -0.2850022      0.5900015       3.940051    
   113.3577     -0.2868795      0.5892561       3.940603    
   113.3627     -0.2887485      0.5884731       3.941137    
   113.3677     -0.2906085      0.5876535       3.941637    
   113.3727     -0.2924591      0.5867960       3.942118    
   113.3776     -0.2943003      0.5859000       3.942578    
   113.3826     -0.2961308      0.5849665       3.943005    
   113.3876     -0.2979504      0.5839945       3.943413    
   113.3926     -0.2997578      0.5829850       3.943791    
   113.3976     -0.3015536      0.5819355       3.944160    
   113.4026     -0.3033368      0.5808474       3.944498    
   113.4076     -0.3051052      0.5797230       3.944795    
   113.4126     -0.3068598      0.5785593       3.945079    
   113.4176     -0.3085998      0.5773559       3.945339    
   113.4226     -0.3103243      0.5761138       3.945568    
   113.4276     -0.3120328      0.5748321       3.945772    
   113.4326     -0.3137234      0.5735140       3.945940    
   113.4376     -0.3153969      0.5721557       3.946087    
   113.4426     -0.3170529      0.5707572       3.946210    
   113.4476     -0.3186909      0.5693179       3.946310    
   113.4526     -0.3203094      0.5678396       3.946383    
   113.4576     -0.3219078      0.5663216       3.946432    
   113.4626     -0.3234860      0.5647634       3.946455    
   113.4676     -0.3250431      0.5631649       3.946454    
   113.4726     -0.3265776      0.5615277       3.946425    
   113.4776     -0.3280884      0.5598528       3.946365    
   113.4826     -0.3295752      0.5581393       3.946265    
   113.4876     -0.3310375      0.5563862       3.946131    
   113.4926     -0.3324751      0.5545929       3.945962    
   113.4976     -0.3338875      0.5527592       3.945764    
   113.5026     -0.3352736      0.5508871       3.945549    
   113.5076     -0.3366329      0.5489759       3.945303    
   113.5126     -0.3379678      0.5470191       3.945008    
   113.5176     -0.3392754      0.5450227       3.944732    
   113.5226     -0.3405541      0.5429891       3.944445    
   113.5276     -0.3418025      0.5409198       3.944141    
   113.5326     -0.3430215      0.5388093       3.943768    
   113.5376     -0.3442106      0.5366583       3.943366    
   113.5426     -0.3453687      0.5344676       3.942935    
   113.5476     -0.3464944      0.5322399       3.942491    
   113.5526     -0.3475879      0.5299730       3.941992    
   113.5575     -0.3486479      0.5276695       3.941486    
   113.5625     -0.3496737      0.5253288       3.940945    
   113.5675     -0.3506665      0.5229471       3.940332    
   113.5725     -0.3516243      0.5205301       3.939753    
   113.5775     -0.3525469      0.5180754       3.939120    
   113.5825     -0.3534341      0.5155838       3.938466    
   113.5875     -0.3542848      0.5130577       3.937815    
   113.5925     -0.3550988      0.5104949       3.937104    
   113.5975     -0.3558761      0.5078959       3.936372    
   113.6025     -0.3566160      0.5052615       3.935618    
   113.6075     -0.3573179      0.5025923       3.934840    
   113.6125     -0.3579810      0.4998905       3.934065    
   113.6175     -0.3586059      0.4971522       3.933195    
   113.6225     -0.3591917      0.4943804       3.932344    
   113.6275     -0.3597374      0.4915774       3.931501    
   113.6325     -0.3602436      0.4887395       3.930555    
   113.6375     -0.3607092      0.4858711       3.929663    
   113.6425     -0.3611345      0.4829687       3.928666    
   113.6475     -0.3615190      0.4800351       3.927695    
   113.6525     -0.3618625      0.4770708       3.926700    
   113.6575     -0.3621645      0.4740761       3.925680    
   113.6625     -0.3624255      0.4710497       3.924601    
   113.6675     -0.3626448      0.4679945       3.923549    
   113.6725     -0.3628220      0.4649107       3.922474    
   113.6775     -0.3629572      0.4617986       3.921369    
   113.6825     -0.3630504      0.4586571       3.920200    
   113.6875     -0.3631019      0.4554871       3.919025    
   113.6925     -0.3631111      0.4522909       3.917882    
   113.6975     -0.3630783      0.4490676       3.916673    
   113.7025     -0.3630031      0.4458191       3.915493    
   113.7075     -0.3628858      0.4425445       3.914243    
   113.7125     -0.3627260      0.4392459       3.913025    
   113.7175     -0.3625243      0.4359207       3.911694    
   113.7225     -0.3622807      0.4325731       3.910459    
   113.7275     -0.3619950      0.4292019       3.909150    
   113.7325     -0.3616673      0.4258077       3.907830    
   113.7374     -0.3612984      0.4223900       3.906459    
   113.7424     -0.3608876      0.4189538       3.905227    
   113.7474     -0.3604355      0.4154949       3.903806    
   113.7524     -0.3599422      0.4120158       3.902437    
   113.7574     -0.3594079      0.4085167       3.901057    
   113.7624     -0.3588330      0.4049974       3.899620    
   113.7674     -0.3582177      0.4014610       3.898280    
   113.7724     -0.3575623      0.3979055       3.896812    
   113.7774     -0.3568672      0.3943341       3.895444    
   113.7824     -0.3561325      0.3907446       3.893944    
   113.7874     -0.3553587      0.3871377       3.892453    
   113.7924     -0.3545465      0.3835165       3.891065    
   113.7974     -0.3536960      0.3798783       3.889496    
   113.8024     -0.3528077      0.3762270       3.888098    
   113.8074     -0.3518820      0.3725608       3.886566    
   113.8124     -0.3509195      0.3688813       3.885087    
   113.8174     -0.3499204      0.3651882       3.883541    
   113.8224     -0.3488854      0.3614828       3.882048    
   113.8274     -0.3478146      0.3577638       3.880438    
   113.8324     -0.3467097      0.3540354       3.879053    
   113.8374     -0.3455694      0.3502938       3.877352    
   113.8424     -0.3443957      0.3465419       3.875849    
   113.8474     -0.3431889      0.3427802       3.874331    
   113.8524     -0.3419488      0.3390078       3.872687    
   113.8574     -0.3406773      0.3352264       3.871169    
   113.8624     -0.3393738      0.3314360       3.869579    
   113.8674     -0.3380392      0.3276368       3.867986    
   113.8724     -0.3366745      0.3238294       3.866393    
   113.8774     -0.3352799      0.3200140       3.864799    
   113.8824     -0.3338562      0.3161913       3.863201    
   113.8874     -0.3324039      0.3123609       3.861551    
   113.8924     -0.3309248      0.3085251       3.860074    
   113.8974     -0.3294178      0.3046826       3.858392    
   113.9024     -0.3278839      0.3008335       3.856727    
   113.9074     -0.3263249      0.2969792       3.855186    
   113.9124     -0.3247403      0.2931193       3.853518    
   113.9174     -0.3231314      0.2892545       3.851918    
   113.9223     -0.3214986      0.2853846       3.850263    
   113.9273     -0.3198430      0.2815104       3.848678    
   113.9323     -0.3181653      0.2776323       3.847089    
   113.9373     -0.3164660      0.2737506       3.845493    
   113.9423     -0.3147446      0.2698650       3.843785    
   113.9473     -0.3130034      0.2659762       3.842217    
   113.9523     -0.3112428      0.2620845       3.840646    
   113.9573     -0.3094632      0.2581904       3.839066    
   113.9623     -0.3076644      0.2542937       3.837375    
   113.9673     -0.3058484      0.2503948       3.835821    
   113.9723     -0.3040155      0.2464940       3.834264    
   113.9773     -0.3021659      0.2425917       3.832650    
   113.9823     -0.3002999      0.2386877       3.830998    
   113.9873     -0.2984200      0.2347823       3.829534    
   113.9923     -0.2965252      0.2308763       3.827948    
   113.9973     -0.2946155      0.2269693       3.826272    
   114.0023     -0.2926946      0.2230613       3.824895    
   114.0073     -0.2907602      0.2191533       3.823284    
   114.0123     -0.2888144      0.2152453       3.821796    
   114.0173     -0.2868562      0.2113373       3.820204    
   114.0223     -0.2848877      0.2074294       3.818738    
   114.0273     -0.2829089      0.2035218       3.817221    
   114.0323     -0.2809204      0.1996149       3.815717    
   114.0373     -0.2789229      0.1957085       3.814225    
   114.0423     -0.2769170      0.1918030       3.812749    
   114.0473     -0.2749038      0.1878982       3.811333    
   114.0523     -0.2728818      0.1839952       3.809773    
   114.0573     -0.2708547      0.1800927       3.808442    
   114.0623     -0.2688206      0.1761920       3.806959    
   114.0673     -0.2667813      0.1722927       3.805592    
   114.0723     -0.2647353      0.1683958       3.804085    
   114.0773     -0.2626865      0.1644997       3.802799    
   114.0823     -0.2606331      0.1606060       3.801413    
   114.0873     -0.2585750      0.1567149       3.799988    
   114.0923     -0.2565145      0.1528256       3.798679    
   114.0973     -0.2544503      0.1489389       3.797282    
   114.1022     -0.2523840      0.1450546       3.795956    
